env_id,agent,lam,n_seeds,total_steps,elapsed_sec_mean,cost_return_iqm,cost_return_ci_lo,cost_return_ci_hi,cost_return_mean,raw_return_iqm,raw_return_ci_lo,raw_return_ci_hi,raw_return_mean,n_actions_iqm,n_actions_ci_lo,n_actions_ci_hi,n_actions_mean,solved_iqm,solved_ci_lo,solved_ci_hi,solved_mean,best_rule_name
MountainCar-v0@warmup50,dqn,0.01,5,300000,1004.7,-134.0624222222223,-150.97422222222218,-111.73233333333347,-132.37376000000006,-132.76444444444445,-149.50444444444443,-110.65777777777778,-131.09333333333336,129.79777777777778,107.45555555555556,146.9777777777778,128.04266666666666,0.9288888888888889,0.7666666666666666,0.9955555555555554,0.9013333333333333,
MountainCar-v0@warmup50,dqn,0.02,5,300000,997.4,-144.28671111111123,-187.91635555555573,-128.0246666666667,-151.37957333333344,-141.69333333333336,-186.15333333333334,-125.59777777777776,-149.09466666666668,123.41111111111111,81.89333333333333,133.3422222222222,114.24533333333333,0.9044444444444445,0.2822222222222222,0.9977777777777778,0.752,
MountainCar-v0@warmup50,dqn,0.05,5,300000,993.8,-143.24088888888892,-182.3926666666667,-128.03266666666664,-150.58713333333336,-137.26444444444445,-180.26666666666665,-122.12666666666668,-145.86666666666665,114.8288888888889,34.52888888888889,127.48,94.40933333333334,0.8977777777777778,0.2866666666666667,0.9533333333333333,0.732,
MountainCar-v0@warmup50,lazy,0.01,4,300000,987.3,-138.42373333333336,-200.0,-110.29080000000013,-146.7845666666667,-137.23333333333335,-200.0,-109.21333333333334,-145.92000000000002,110.49333333333334,0.0,124.84,86.45666666666666,0.8633333333333333,0.0,1.0,0.6816666666666666,
MountainCar-v0@warmup50,lazy,0.02,4,300000,992.3,-154.25413333333336,-203.94586666666726,-111.38453333333327,-155.9596666666668,-152.59333333333333,-200.0,-109.28666666666666,-153.61833333333334,117.31333333333333,36.346666666666664,197.29333333333332,117.06666666666666,0.6333333333333333,0.0,1.0,0.5666666666666667,
MountainCar-v0@warmup50,lazy,0.05,4,300000,1011.9,-145.7101666666667,-200.0,-108.78833333333314,-150.05216666666664,-138.90333333333334,-200.0,-103.63333333333334,-145.36,114.3,0.0,146.77333333333334,93.84333333333333,0.9566666666666667,0.0,1.0,0.7283333333333333,
MountainCar-v0@warmup50,rule_best,0.01,10,0,0.0,-120.53171666666667,-120.78089208333333,-120.26069999999999,-120.52329999999998,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@warmup50,rule_best,0.02,10,0,0.0,-121.7251,-121.9767425,-121.45140000000002,-121.7166,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@warmup50,rule_best,0.05,10,0,0.0,-125.30525,-125.56429375,-125.02350000000001,-125.2965,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@warmup50,rule_noop,0.01,10,0,0.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
