env_id,gym_env_id,agent,lam,seed,fingerprint,cost_return,raw_return,n_actions,solved,steps,n_eval_episodes,elapsed_sec,total_steps,source_csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,0,f7914cb5ded2,-114.24093333333347,-113.13333333333334,110.76,0.9933333333333333,113.13333333333334,150,1010.3,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed0_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,1,f7914cb5ded2,-146.98986666666667,-145.58,140.98666666666668,0.86,145.58,150,990.9,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed1_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,2,f7914cb5ded2,-152.96639999999994,-151.46666666666667,149.97333333333333,0.72,151.46666666666667,150,995.7,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed2_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,3,f7914cb5ded2,-106.71513333333345,-105.70666666666666,100.84666666666666,1.0,105.70666666666666,150,1024.3,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed3_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,4,f7914cb5ded2,-140.95646666666676,-139.58,137.64666666666668,0.9333333333333333,139.58,150,1002.2,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed4_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,5,f7914cb5ded2,-141.1194666666667,-139.84666666666666,127.28,0.96,139.84666666666666,150,1048.3,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed5_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,6,f7914cb5ded2,-138.118,-136.78666666666666,133.13333333333333,0.78,136.78666666666666,150,997.2,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed6_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,7,f7914cb5ded2,-200.0,-200.0,0.0,0.0,200.0,150,1004.7,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed7_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,8,f7914cb5ded2,-200.0,-200.0,0.0,0.0,200.0,150,1033.8,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed8_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.01,9,f7914cb5ded2,-124.90320000000011,-123.87333333333333,102.98666666666666,0.9133333333333333,123.87333333333333,150,1025.6,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.01/seed9_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.02,0,f7914cb5ded2,-125.97520000000002,-123.6,118.76,1.0,123.6,150,1002.8,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.02/seed0_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.02,1,f7914cb5ded2,-167.62400000000022,-164.87333333333333,137.53333333333333,0.7533333333333333,164.87333333333333,150,965.9,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.02/seed1_final.csv
MountainCar-v0@warmup50,MountainCar-v0,dqn,0.02,2,f7914cb5ded2,-198.0625333333335,-196.79333333333332,63.46,0.04666666666666667,196.79333333333332,150,1014.7,300000,results/raw/MountainCar-v0@warmup50/dqn/lam0.02/seed2_final.csv
