env_id,agent,lam,n_seeds,total_steps,elapsed_sec_mean,cost_return_iqm,cost_return_ci_lo,cost_return_ci_hi,cost_return_mean,raw_return_iqm,raw_return_ci_lo,raw_return_ci_hi,raw_return_mean,n_actions_iqm,n_actions_ci_lo,n_actions_ci_hi,n_actions_mean,solved_iqm,solved_ci_lo,solved_ci_hi,solved_mean,best_rule_name
MountainCar-v0@budget1M_epsconst,dqn,0.0,10,1000000,3485.5,-167.20777777777778,-191.77666666666664,-148.03497222222222,-167.74933333333334,-167.20777777777778,-191.77666666666664,-148.03497222222222,-167.74933333333334,150.33777777777777,127.38808333333334,172.3385833333333,149.92,0.68,0.18886111111111112,0.9877777777777778,0.6073333333333333,
MountainCar-v0@budget1M_epsconst,dqn,0.001,10,1000000,3628.9,-173.83155000000033,-200.1307955555559,-141.60574247222246,-168.78255933333364,-173.70444444444442,-200.0,-141.48683333333335,-168.64466666666664,136.2566666666667,119.14444444444446,158.85436111111105,137.89266666666666,0.4955555555555555,0.0,0.9944444444444445,0.4973333333333333,
MountainCar-v0@budget1M_epsconst,dqn,0.003,10,1000000,3639.3,-162.37984111111078,-190.14070222222185,-137.4001211111109,-163.13669733333307,-162.02111111111108,-189.89222222222222,-137.02111111111108,-162.82733333333334,115.38666666666667,60.69208333333333,142.4361388888889,103.12133333333334,0.6177777777777779,0.17777777777777778,0.9389166666666666,0.5700000000000001,
MountainCar-v0@budget1M_epsconst,dqn,0.01,10,1000000,3632.2,-192.78424444444443,-200.44444444444434,-169.13536666666673,-184.26279999999997,-192.49222222222224,-200.0,-168.49222222222224,-183.69266666666667,51.42444444444445,11.111111111111112,99.81222222222222,57.013333333333335,0.13555555555555557,0.0,0.5555555555555555,0.2653333333333333,
MountainCar-v0@budget1M_epsconst,dqn,0.03,10,1000000,3625.4,-200.0,-200.33333333333334,-200.0,-200.2,-200.0,-200.0,-200.0,-200.0,0.0,0.0,11.111111111111112,6.666666666666667,0.0,0.0,0.0,0.0,
MountainCar-v0@budget1M_epsconst,rule_best,0.0,10,0,0.0,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@budget1M_epsconst,rule_best,0.001,10,0,0.0,-119.45767166666667,-119.70462670833332,-119.18906999999997,-119.44932999999999,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@budget1M_epsconst,rule_best,0.003,10,0,0.0,-119.69634833333335,-119.94379679166667,-119.42721,-119.68798999999999,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@budget1M_epsconst,rule_best,0.01,10,0,0.0,-120.53171666666667,-120.78089208333333,-120.26069999999999,-120.52329999999998,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
MountainCar-v0@budget1M_epsconst,rule_best,0.03,10,0,0.0,-122.91848333333333,-123.17259291666667,-122.64210000000003,-122.9099,-119.33833333333332,-119.58504166666665,-119.07000000000001,-119.33,119.33833333333332,119.07,119.58504166666665,119.33,1.0,1.0,1.0,1.0,rule_pump
