seed,steps,raw_return,cost_return,n_actions,solved
500000,200,-200.0,-200.0,0,0
500001,200,-200.0,-200.0,0,0
500002,200,-200.0,-200.0,0,0
500003,200,-200.0,-200.0,0,0
500004,200,-200.0,-200.0,0,0
500005,200,-200.0,-200.0,0,0
500006,200,-200.0,-200.0,0,0
500007,200,-200.0,-200.0,0,0
500008,200,-200.0,-200.0,0,0
500009,200,-200.0,-200.0,0,0
500010,200,-200.0,-200.0,0,0
500011,200,-200.0,-200.0,0,0
500012,200,-200.0,-200.0,0,0
500013,200,-200.0,-200.0,0,0
500014,200,-200.0,-200.0,0,0
500015,200,-200.0,-200.0,0,0
500016,200,-200.0,-200.0,0,0
500017,200,-200.0,-200.0,0,0
500018,200,-200.0,-200.0,0,0
500019,200,-200.0,-200.0,0,0
500020,200,-200.0,-200.0,0,0
500021,200,-200.0,-200.0,0,0
500022,200,-200.0,-200.0,0,0
500023,200,-200.0,-200.0,0,0
500024,200,-200.0,-200.0,0,0
500025,200,-200.0,-200.0,0,0
500026,200,-200.0,-200.0,0,0
500027,200,-200.0,-200.0,0,0
500028,200,-200.0,-200.0,0,0
500029,200,-200.0,-200.0,0,0
500030,200,-200.0,-200.0,0,0
500031,200,-200.0,-200.0,0,0
500032,200,-200.0,-200.0,0,0
500033,200,-200.0,-200.0,0,0
500034,200,-200.0,-200.0,0,0
500035,200,-200.0,-200.0,0,0
500036,200,-200.0,-200.0,0,0
500037,200,-200.0,-200.0,0,0
500038,200,-200.0,-200.0,0,0
500039,200,-200.0,-200.0,0,0
500040,200,-200.0,-200.0,0,0
500041,200,-200.0,-200.0,0,0
500042,200,-200.0,-200.0,0,0
500043,200,-200.0,-200.0,0,0
500044,200,-200.0,-200.0,0,0
500045,200,-200.0,-200.0,0,0
500046,200,-200.0,-200.0,0,0
500047,200,-200.0,-200.0,0,0
500048,200,-200.0,-200.0,0,0
500049,200,-200.0,-200.0,0,0
500050,200,-200.0,-200.0,0,0
500051,200,-200.0,-200.0,0,0
500052,200,-200.0,-200.0,0,0
500053,200,-200.0,-200.0,0,0
500054,200,-200.0,-200.0,0,0
500055,200,-200.0,-200.0,0,0
500056,200,-200.0,-200.0,0,0
500057,200,-200.0,-200.0,0,0
500058,200,-200.0,-200.0,0,0
500059,200,-200.0,-200.0,0,0
500060,200,-200.0,-200.0,0,0
500061,200,-200.0,-200.0,0,0
500062,200,-200.0,-200.0,0,0
500063,200,-200.0,-200.0,0,0
500064,200,-200.0,-200.0,0,0
500065,200,-200.0,-200.0,0,0
500066,200,-200.0,-200.0,0,0
500067,200,-200.0,-200.0,0,0
500068,200,-200.0,-200.0,0,0
500069,200,-200.0,-200.0,0,0
500070,200,-200.0,-200.0,0,0
500071,200,-200.0,-200.0,0,0
500072,200,-200.0,-200.0,0,0
500073,200,-200.0,-200.0,0,0
500074,200,-200.0,-200.0,0,0
500075,200,-200.0,-200.0,0,0
500076,200,-200.0,-200.0,0,0
500077,200,-200.0,-200.0,0,0
500078,200,-200.0,-200.0,0,0
500079,200,-200.0,-200.0,0,0
500080,200,-200.0,-200.0,0,0
500081,200,-200.0,-200.0,0,0
500082,200,-200.0,-200.0,0,0
500083,200,-200.0,-200.0,0,0
500084,200,-200.0,-200.0,0,0
500085,200,-200.0,-200.0,0,0
500086,200,-200.0,-200.0,0,0
500087,200,-200.0,-200.0,0,0
500088,200,-200.0,-200.0,0,0
500089,200,-200.0,-200.0,0,0
500090,200,-200.0,-200.0,0,0
500091,200,-200.0,-200.0,0,0
500092,200,-200.0,-200.0,0,0
500093,200,-200.0,-200.0,0,0
500094,200,-200.0,-200.0,0,0
500095,200,-200.0,-200.0,0,0
500096,200,-200.0,-200.0,0,0
500097,200,-200.0,-200.0,0,0
500098,200,-200.0,-200.0,0,0
500099,200,-200.0,-200.0,0,0
