
===== LunarLander-v3@tunedbase =====
               agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
    rule_periodic_k8     3.00       10          -198.75            -202.19            -196.12           9.24        1.00
      rule_threshold     0.00       10            35.79              34.26              37.54         121.30        1.00
      rule_threshold     0.10       10            23.63              22.11              25.40         121.30        1.00
      rule_threshold     0.30       10            -0.69              -2.20               1.08         121.30        1.00
      rule_threshold     0.60       10           -37.17             -38.67             -35.36         121.30        1.00
      rule_threshold     1.00       10           -85.70             -87.44             -83.90         121.30        1.00
      rule_threshold     1.20       10          -109.94            -111.84            -108.15         121.30        1.00
      rule_threshold     1.37       10          -130.55            -132.57            -128.77         121.30        1.00
      rule_threshold     1.60       10          -158.42            -160.63            -156.69         121.30        1.00
      rule_threshold     1.80       10          -182.66            -184.97            -180.95         121.30        1.00
      rule_threshold     2.00       10          -206.90            -209.25            -205.21         121.30        1.00
      rule_threshold     2.50       10          -267.50            -270.00            -265.85         121.30        1.00
      rule_threshold     3.00       10          -328.10            -330.74            -326.46         121.30        1.00
rule_threshold_tuned     0.00       10           162.28             156.83             167.55         162.31        0.99
rule_threshold_tuned     0.10       10           146.10             140.73             151.20         162.31        0.99
rule_threshold_tuned     0.30       10           113.76             108.43             118.07         162.31        0.99
rule_threshold_tuned     0.60       10            65.01              59.56              68.70         162.31        0.99
rule_threshold_tuned     1.00       10            -0.57              -6.62               4.75         162.31        0.99
rule_threshold_tuned     1.20       10           -33.35             -39.70             -27.02         162.31        0.99
rule_threshold_tuned     1.37       10           -61.21             -67.89             -53.85         162.31        0.99
rule_threshold_tuned     1.60       10           -98.81            -106.13             -90.24         162.31        0.99
rule_threshold_tuned     1.80       10          -131.24            -139.50            -121.71         162.31        0.99
rule_threshold_tuned     2.00       10          -163.68            -173.01            -153.26         162.31        0.99
rule_threshold_tuned     2.50       10          -244.75            -256.09            -232.55         162.31        0.99
rule_threshold_tuned     3.00       10          -326.01            -339.56            -312.03         162.31        0.99
  λ* [lazy vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  저장: results/aggregate/LunarLander-v3@tunedbase_iqm.csv, LunarLander-v3@tunedbase_lambda_star.json
