
==========================================================================
[1/10 집계] --env all --reps 10000
==========================================================================

===== LunarLander-v3 =====
               agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
    rule_periodic_k8     0.00       10          -171.04            -174.53            -168.27           9.24        1.00
    rule_periodic_k8     0.10       10          -171.96            -175.46            -169.20           9.24        1.00
    rule_periodic_k8     0.30       10          -173.81            -177.30            -171.05           9.24        1.00
    rule_periodic_k8     0.60       10          -176.58            -180.06            -173.83           9.24        1.00
    rule_periodic_k8     1.00       10          -180.27            -183.74            -177.55           9.24        1.00
    rule_periodic_k8     1.20       10          -182.12            -185.59            -179.41           9.24        1.00
    rule_periodic_k8     1.37       10          -183.69            -187.16            -180.99           9.24        1.00
    rule_periodic_k8     1.60       10          -185.81            -189.28            -183.12           9.24        1.00
    rule_periodic_k8     1.80       10          -187.66            -191.13            -184.97           9.24        1.00
    rule_periodic_k8     2.00       10          -189.51            -192.97            -186.84           9.24        1.00
    rule_periodic_k8     2.50       10          -194.13            -197.58            -191.48           9.24        1.00
    rule_periodic_k8     3.00       10          -198.75            -202.19            -196.12           9.24        1.00
      rule_threshold     0.00       10            35.79              34.26              37.54         121.30        1.00
      rule_threshold     0.10       10            23.63              22.11              25.40         121.30        1.00
      rule_threshold     0.30       10            -0.69              -2.20               1.08         121.30        1.00
      rule_threshold     0.60       10           -37.17             -38.67             -35.36         121.30        1.00
      rule_threshold     1.00       10           -85.70             -87.44             -83.90         121.30        1.00
      rule_threshold     1.20       10          -109.94            -111.84            -108.15         121.30        1.00
      rule_threshold     1.37       10          -130.55            -132.57            -128.77         121.30        1.00
      rule_threshold     1.60       10          -158.42            -160.63            -156.69         121.30        1.00
      rule_threshold     1.80       10          -182.66            -184.97            -180.95         121.30        1.00
      rule_threshold     2.00       10          -206.90            -209.25            -205.21         121.30        1.00
      rule_threshold     2.50       10          -267.50            -270.00            -265.85         121.30        1.00
      rule_threshold     3.00       10          -328.10            -330.74            -326.46         121.30        1.00
rule_threshold_tuned     0.00       10           162.28             156.83             167.55         162.31        0.99
rule_threshold_tuned     0.10       10           146.10             140.73             151.20         162.31        0.99
rule_threshold_tuned     0.30       10           113.76             108.43             118.07         162.31        0.99
rule_threshold_tuned     0.60       10            65.01              59.56              68.70         162.31        0.99
rule_threshold_tuned     1.00       10            -0.57              -6.62               4.75         162.31        0.99
rule_threshold_tuned     1.20       10           -33.35             -39.70             -27.02         162.31        0.99
rule_threshold_tuned     1.37       10           -61.21             -67.89             -53.85         162.31        0.99
rule_threshold_tuned     1.60       10           -98.81            -106.13             -90.24         162.31        0.99
rule_threshold_tuned     1.80       10          -131.24            -139.50            -121.71         162.31        0.99
rule_threshold_tuned     2.00       10          -163.68            -173.01            -153.26         162.31        0.99
rule_threshold_tuned     2.50       10          -244.75            -256.09            -232.55         162.31        0.99
rule_threshold_tuned     3.00       10          -326.01            -339.56            -312.03         162.31        0.99
             temporl     0.00       10           159.13             129.43             181.55         406.49        0.68
             temporl     0.10       10           118.90              54.55             176.71         393.22        0.67
             temporl     0.30       10            80.70               3.26             157.56         260.63        0.83
             temporl     0.60       10            59.42              -2.22             128.28         210.25        0.95
             temporl     1.00       10           -34.20            -129.23              25.50         218.19        0.94
             temporl     1.20       10           -28.32             -61.23              -2.92         170.81        0.98
             temporl     1.37       10           -52.16             -97.28              -3.48         135.14        1.00
             temporl     1.60       10          -202.30            -310.97            -137.95         194.46        0.95
             temporl     1.80       10          -138.54            -287.73            -104.07         111.11        0.99
             temporl     2.00       10          -153.40            -238.49            -127.24         113.38        0.99
             temporl     2.50       10          -161.18            -240.00            -129.70          59.57        1.00
             temporl     3.00       10          -286.03            -341.47            -204.68          97.83        1.00
  λ* [dqn vs rule_threshold_tuned] CI기준 0.1 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_threshold_tuned] CI기준 0.6 / 점추정기준 None — 실험한 λ 전 구간에서 규칙을 이김 — λ*는 격자 최대값보다 큼
  λ* [temporl vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.1 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_best] CI기준 0.6 / 점추정기준 2.0 — 격자 안에서 교차 지점 발견
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/LunarLander-v3_iqm.csv, LunarLander-v3_lambda_star.json

===== LunarLander-v3@budget1M =====
               agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
                 dqn     0.00       10           147.98              81.97             187.13         348.48        0.81
                lazy     0.00       10           168.74              58.56             209.16         197.28        0.96
           rule_best     0.00       10           162.28             156.83             167.55         162.31        0.99
           rule_noop     0.00       10          -131.29            -133.50            -128.45           0.00        1.00
      rule_threshold     0.00       10            35.79              34.26              37.54         121.30        1.00
rule_threshold_tuned     0.00       10           162.28             156.83             167.55         162.31        0.99
             temporl     0.00       10             4.37            -157.36             106.60         337.11        0.76
  λ* [dqn vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 None — 실험한 λ 전 구간에서 규칙을 이김 — λ*는 격자 최대값보다 큼
  λ* [temporl vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 None — 실험한 λ 전 구간에서 규칙을 이김 — λ*는 격자 최대값보다 큼
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/LunarLander-v3@budget1M_iqm.csv, LunarLander-v3@budget1M_lambda_star.json

===== LunarLander-v3@tunedbase =====
               agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
                lazy     0.00       10           194.63             152.96             213.83         188.14        0.94
                lazy     0.10       10           203.79             157.63             226.33         179.37        0.94
                lazy     0.30       10           149.47             128.64             169.41         169.88        0.96
                lazy     0.60       10           103.98              41.50             131.73         175.57        0.92
                lazy     1.00       10            -6.79             -48.72              28.33         183.08        0.97
                lazy     1.20       10            -8.03             -29.44               9.37         142.97        0.99
                lazy     1.37       10           -50.17             -87.44              -9.02         144.97        0.98
                lazy     1.60       10          -124.26            -213.86             -76.11         155.38        0.99
                lazy     1.80       10          -116.65            -185.86             -90.09         111.14        0.99
                lazy     2.00       10          -134.49            -176.55            -107.53         102.95        0.99
                lazy     2.50       10          -167.26            -233.39            -140.47          85.04        1.00
                lazy     3.00       10          -184.07            -226.12            -146.91          49.83        1.00
           rule_best     0.00       10           162.28             156.83             167.55         162.31        0.99
           rule_best     0.10       10           146.10             140.73             151.20         162.31        0.99
           rule_best     0.30       10           113.76             108.43             118.07         162.31        0.99
           rule_best     0.60       10            65.01              59.56              68.70         162.31        0.99
           rule_best     1.00       10            -0.57              -6.62               4.75         162.31        0.99
           rule_best     1.20       10           -33.35             -39.70             -27.02         162.31        0.99
           rule_best     1.37       10           -61.21             -67.89             -53.85         162.31        0.99
           rule_best     1.60       10           -98.81            -106.13             -90.24         162.31        0.99
           rule_best     1.80       10          -131.24            -139.50            -121.71         162.31        0.99
           rule_best     2.00       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_best     2.50       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_best     3.00       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     0.00       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     0.10       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     0.30       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     0.60       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     1.00       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     1.20       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     1.37       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     1.60       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     1.80       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     2.00       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     2.50       10          -131.29            -133.50            -128.45           0.00        1.00
           rule_noop     3.00       10          -131.29            -133.50            -128.45           0.00        1.00
    rule_periodic_k1     0.00       10          -581.50            -586.88            -575.58          67.09        1.00
    rule_periodic_k1     0.10       10          -588.21            -593.60            -582.22          67.09        1.00
    rule_periodic_k1     0.30       10          -601.62            -607.05            -595.66          67.09        1.00
    rule_periodic_k1     0.60       10          -621.74            -627.36            -615.70          67.09        1.00
    rule_periodic_k1     1.00       10          -648.57            -654.39            -642.49          67.09        1.00
    rule_periodic_k1     1.20       10          -661.98            -667.86            -655.83          67.09        1.00
    rule_periodic_k1     1.37       10          -673.38            -679.36            -667.14          67.09        1.00
    rule_periodic_k1     1.60       10          -688.81            -694.92            -682.52          67.09        1.00
    rule_periodic_k1     1.80       10          -702.22            -708.46            -695.83          67.09        1.00
    rule_periodic_k1     2.00       10          -715.64            -722.00            -709.21          67.09        1.00
    rule_periodic_k1     2.50       10          -749.17            -755.75            -742.54          67.09        1.00
    rule_periodic_k1     3.00       10          -782.71            -789.55            -775.86          67.09        1.00
    rule_periodic_k2     0.00       10          -369.06            -372.29            -363.86          34.31        1.00
    rule_periodic_k2     0.10       10          -372.49            -375.76            -367.29          34.31        1.00
    rule_periodic_k2     0.30       10          -379.36            -382.70            -374.11          34.31        1.00
    rule_periodic_k2     0.60       10          -389.67            -393.11            -384.32          34.31        1.00
    rule_periodic_k2     1.00       10          -403.41            -406.99            -397.94          34.31        1.00
    rule_periodic_k2     1.20       10          -410.28            -413.93            -404.75          34.31        1.00
    rule_periodic_k2     1.37       10          -416.12            -419.82            -410.54          34.31        1.00
    rule_periodic_k2     1.60       10          -424.01            -427.79            -418.40          34.31        1.00
    rule_periodic_k2     1.80       10          -430.85            -434.70            -425.22          34.31        1.00
    rule_periodic_k2     2.00       10          -437.70            -441.63            -432.03          34.31        1.00
    rule_periodic_k2     2.50       10          -454.81            -458.92            -449.07          34.31        1.00
    rule_periodic_k2     3.00       10          -471.93            -476.22            -466.12          34.31        1.00
    rule_periodic_k4     0.00       10          -233.40            -236.16            -231.63          17.96        1.00
    rule_periodic_k4     0.10       10          -235.20            -237.95            -233.43          17.96        1.00
    rule_periodic_k4     0.30       10          -238.81            -241.52            -237.03          17.96        1.00
    rule_periodic_k4     0.60       10          -244.20            -246.91            -242.45          17.96        1.00
    rule_periodic_k4     1.00       10          -251.37            -254.12            -249.64          17.96        1.00
    rule_periodic_k4     1.20       10          -254.96            -257.72            -253.24          17.96        1.00
    rule_periodic_k4     1.37       10          -258.01            -260.79            -256.30          17.96        1.00
    rule_periodic_k4     1.60       10          -262.14            -264.93            -260.43          17.96        1.00
    rule_periodic_k4     1.80       10          -265.73            -268.51            -264.04          17.96        1.00
    rule_periodic_k4     2.00       10          -269.31            -272.11            -267.65          17.96        1.00
    rule_periodic_k4     2.50       10          -278.28            -281.09            -276.63          17.96        1.00
    rule_periodic_k4     3.00       10          -287.25            -290.08            -285.63          17.96        1.00
    rule_periodic_k8     0.00       10          -171.04            -174.53            -168.27           9.24        1.00
    rule_periodic_k8     0.10       10          -171.96            -175.46            -169.20           9.24        1.00
    rule_periodic_k8     0.30       10          -173.81            -177.30            -171.05           9.24        1.00
    rule_periodic_k8     0.60       10          -176.58            -180.06            -173.83           9.24        1.00
    rule_periodic_k8     1.00       10          -180.27            -183.74            -177.55           9.24        1.00
    rule_periodic_k8     1.20       10          -182.12            -185.59            -179.41           9.24        1.00
    rule_periodic_k8     1.37       10          -183.69            -187.16            -180.99           9.24        1.00
    rule_periodic_k8     1.60       10          -185.81            -189.28            -183.12           9.24        1.00
    rule_periodic_k8     1.80       10          -187.66            -191.13            -184.97           9.24        1.00
    rule_periodic_k8     2.00       10          -189.51            -192.97            -186.84           9.24        1.00
    rule_periodic_k8     2.50       10          -194.13            -197.58            -191.48           9.24        1.00
    rule_periodic_k8     3.00       10          -198.75            -202.19            -196.12           9.24        1.00
      rule_threshold     0.00       10            35.79              34.26              37.54         121.30        1.00
      rule_threshold     0.10       10            23.63              22.11              25.40         121.30        1.00
      rule_threshold     0.30       10            -0.69              -2.20               1.08         121.30        1.00
      rule_threshold     0.60       10           -37.17             -38.67             -35.36         121.30        1.00
      rule_threshold     1.00       10           -85.70             -87.44             -83.90         121.30        1.00
      rule_threshold     1.20       10          -109.94            -111.84            -108.15         121.30        1.00
      rule_threshold     1.37       10          -130.55            -132.57            -128.77         121.30        1.00
      rule_threshold     1.60       10          -158.42            -160.63            -156.69         121.30        1.00
      rule_threshold     1.80       10          -182.66            -184.97            -180.95         121.30        1.00
      rule_threshold     2.00       10          -206.90            -209.25            -205.21         121.30        1.00
      rule_threshold     2.50       10          -267.50            -270.00            -265.85         121.30        1.00
      rule_threshold     3.00       10          -328.10            -330.74            -326.46         121.30        1.00
rule_threshold_tuned     0.00       10           162.28             156.83             167.55         162.31        0.99
rule_threshold_tuned     0.10       10           146.10             140.73             151.20         162.31        0.99
rule_threshold_tuned     0.30       10           113.76             108.43             118.07         162.31        0.99
rule_threshold_tuned     0.60       10            65.01              59.56              68.70         162.31        0.99
rule_threshold_tuned     1.00       10            -0.57              -6.62               4.75         162.31        0.99
rule_threshold_tuned     1.20       10           -33.35             -39.70             -27.02         162.31        0.99
rule_threshold_tuned     1.37       10           -61.21             -67.89             -53.85         162.31        0.99
rule_threshold_tuned     1.60       10           -98.81            -106.13             -90.24         162.31        0.99
rule_threshold_tuned     1.80       10          -131.24            -139.50            -121.71         162.31        0.99
rule_threshold_tuned     2.00       10          -163.68            -173.01            -153.26         162.31        0.99
rule_threshold_tuned     2.50       10          -244.75            -256.09            -232.55         162.31        0.99
rule_threshold_tuned     3.00       10          -326.01            -339.56            -312.03         162.31        0.99
  λ* [lazy vs rule_threshold_tuned] CI기준 0.0 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 1.0 — 격자 안에서 교차 지점 발견
  저장: results/aggregate/LunarLander-v3@tunedbase_iqm.csv, LunarLander-v3@tunedbase_lambda_star.json

===== MinAtar_Freeway-v1 =====
           agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
             dqn     0.00       10             7.14               5.69               8.26         826.74        0.00
             dqn     0.01       10             2.37               1.21               3.56         639.09        0.00
             dqn     0.01       10             0.00              -0.79               0.17          63.34        0.00
             dqn     0.02       10             0.00              -0.11               0.00           0.00        0.00
             dqn     0.04       10            -0.01              -0.04               0.00           0.16        0.00
             dqn     0.06       10             0.00              -0.00               0.00           0.00        0.00
            lazy     0.00       10            13.57              11.93              14.88         446.90        0.00
            lazy     0.01       10            12.54              11.20              14.06         385.67        0.00
            lazy     0.01       10            10.68               9.40              11.97         345.16        0.00
            lazy     0.02       10             8.43               6.85              10.24         307.56        0.00
            lazy     0.04       10             2.22               1.31               2.73         267.80        0.00
            lazy     0.06       10            -0.53              -1.23              -0.07         103.71        0.00
       rule_best     0.00       10            16.94              16.44              17.56         298.65        0.00
       rule_best     0.01       10            15.44              14.95              16.07         298.65        0.00
       rule_best     0.01       10            13.95              13.45              14.57         298.65        0.00
       rule_best     0.02       10            10.96              10.47              11.58         298.65        0.00
       rule_best     0.04       10             6.57               6.22               7.02         204.47        0.00
       rule_best     0.06       10             2.48               2.13               2.92         204.47        0.00
   rule_cautious     0.00       10            16.94              16.44              17.56         298.65        0.00
   rule_cautious     0.01       10            15.44              14.95              16.07         298.65        0.00
   rule_cautious     0.01       10            13.95              13.45              14.57         298.65        0.00
   rule_cautious     0.02       10            10.96              10.47              11.58         298.65        0.00
   rule_cautious     0.04       10             4.98               4.49               5.60         298.65        0.00
   rule_cautious     0.06       10            -0.99              -1.48              -0.38         298.65        0.00
rule_cautious_d1     0.00       10            14.74              14.35              15.27         204.47        0.00
rule_cautious_d1     0.01       10            13.73              13.33              14.24         204.47        0.00
rule_cautious_d1     0.01       10            12.71              12.31              13.20         204.47        0.00
rule_cautious_d1     0.02       10            10.66              10.28              11.14         204.47        0.00
rule_cautious_d1     0.04       10             6.57               6.22               7.02         204.47        0.00
rule_cautious_d1     0.06       10             2.48               2.13               2.92         204.47        0.00
       rule_noop     0.00       10             0.00               0.00               0.00           0.00        0.00
       rule_noop     0.01       10             0.00               0.00               0.00           0.00        0.00
       rule_noop     0.01       10             0.00               0.00               0.00           0.00        0.00
       rule_noop     0.02       10             0.00               0.00               0.00           0.00        0.00
       rule_noop     0.04       10             0.00               0.00               0.00           0.00        0.00
       rule_noop     0.06       10             0.00               0.00               0.00           0.00        0.00
rule_periodic_k1     0.00       10             9.90               9.73              10.06        1000.00        0.00
rule_periodic_k1     0.01       10             4.90               4.73               5.06        1000.00        0.00
rule_periodic_k1     0.01       10            -0.10              -0.27               0.06        1000.00        0.00
rule_periodic_k1     0.02       10           -10.10             -10.27              -9.94        1000.00        0.00
rule_periodic_k1     0.04       10           -30.10             -30.27             -29.94        1000.00        0.00
rule_periodic_k1     0.06       10           -50.10             -50.27             -49.94        1000.00        0.00
rule_periodic_k3     0.00       10             9.90               9.73              10.06         334.00        0.00
rule_periodic_k3     0.01       10             8.23               8.06               8.39         334.00        0.00
rule_periodic_k3     0.01       10             6.56               6.39               6.72         334.00        0.00
rule_periodic_k3     0.02       10             3.22               3.05               3.38         334.00        0.00
rule_periodic_k3     0.04       10            -3.46              -3.63              -3.30         334.00        0.00
rule_periodic_k3     0.06       10           -10.14             -10.31              -9.98         334.00        0.00
rule_periodic_k8     0.00       10             0.34               0.30               0.39         125.00        0.00
rule_periodic_k8     0.01       10            -0.28              -0.32              -0.24         125.00        0.00
rule_periodic_k8     0.01       10            -0.91              -0.95              -0.86         125.00        0.00
rule_periodic_k8     0.02       10            -2.16              -2.20              -2.11         125.00        0.00
rule_periodic_k8     0.04       10            -4.66              -4.70              -4.61         125.00        0.00
rule_periodic_k8     0.06       10            -7.16              -7.20              -7.11         125.00        0.00
         temporl     0.00       10             8.77               7.44               9.76         898.07        0.00
         temporl     0.01       10             2.13               0.31               4.04         429.48        0.00
         temporl     0.01       10             0.03              -0.32               0.18         246.56        0.00
         temporl     0.02       10            -0.03              -0.19               0.00           2.27        0.00
         temporl     0.04       10            -0.00              -0.09               0.00           0.01        0.00
         temporl     0.06       10             0.00              -0.01               0.00           0.00        0.00
  λ* [dqn vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/MinAtar_Freeway-v1_iqm.csv, MinAtar_Freeway-v1_lambda_star.json

===== MinAtar_Freeway-v1@budget1M =====
        agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
          dqn     0.00        5             8.79               6.69               9.30         903.43        0.00
         lazy     0.00        5            13.93              12.84              14.99         520.25        0.00
    rule_best     0.00        5            16.84              15.88              17.47         299.08        0.00
rule_cautious     0.00        5            16.84              15.88              17.47         299.08        0.00
    rule_noop     0.00        5             0.00               0.00               0.00           0.00        0.00
      temporl     0.00        5             8.39               6.73               9.99         904.57        0.00
  λ* [dqn vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
  λ* [lazy vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
